1.9786,1.6357,270
1.9679,1.6143,234
1.9464,1.5321,256.3730
1.9143,1.4286,246.8014
1.8750,1.3536,246.1941
1.75357,1.18571,341.565
1.69643,1.07143,327.095
1.64286,0.95,329.265
1.69643,0.821429,176.186
1.64286,0.775,204.864
1.54286,0.735714,230.194
1.45714,0.657143,225
1.35714,0.585714,214.114
1.26429,0.539286,212.471
1.15357,0.496429,210.466
1.05357,0.460714,203.199
0.953572,0.439286,197.103
0.875,0.425,192.68
0.8,0.421429,188.531
0.714286,0.425,182.862
