0.998036, -0.0260356, 0.0569753, 0.0434354
0.0266858, 0.999587, -0.010681, 0.0222464
-0.0566737, 0.0121804, 0.998318, -0.107449
0, 0, 0, 1
0.996193, -0.0106985, 0.0865211, 0.0297028
0.0113833, 0.999908, -0.00742507, 0.0209862
-0.0864337, 0.00838172, 0.996222, -0.119237
0, 0, 0, 1
0.996838, -0.0163331, 0.0777609, -0.0217896
0.0158323, 0.99985, 0.0070512, 0.0169152
-0.0778644, -0.00579785, 0.996947, -0.0848215
0, 0, 0, 1
0.999967, -0.00339204, -0.0073552, -0.0188891
0.00351857, 0.999845, 0.0172639, -0.00869795
0.00729546, -0.0172892, 0.999824, -0.0962797
0, 0, 0, 1
0.998988, -0.00881539, -0.0441117, 0.00138131
0.00827859, 0.99989, -0.0123343, 0.0125112
0.0442155, 0.0119567, 0.99895, -0.149791
0, 0, 0, 1
0.999771, -0.00425538, 0.0209667, 0.0453238
0.00555232, 0.998049, -0.0621967, 0.0614625
-0.0206611, 0.0622989, 0.997844, -0.129386
0, 0, 0, 1
0.992656, -0.0256578, 0.118217, 0.0374595
0.0234433, 0.999523, 0.0200846, 0.00390194
-0.118676, -0.0171657, 0.992785, -0.107055
0, 0, 0, 1
0.994202, -0.0275107, 0.103948, 0.00898548
0.0246793, 0.999291, 0.028427, 0.00209813
-0.104657, -0.0256969, 0.994177, -0.0628334
0, 0, 0, 1
0.991985, -0.0374471, 0.120675, 0.0225228
0.036815, 0.999294, 0.00746422, -0.00933269
-0.120869, -0.00296179, 0.992664, -0.100545
0, 0, 0, 1
0.995362, -0.0219516, 0.0936641, 0.0416006
0.023649, 0.999575, -0.0170512, 0.0120019
-0.0932501, 0.0191873, 0.995458, -0.114006
0, 0, 0, 1
0.987379, -0.00335692, 0.158338, -0.0247532
-0.00566771, 0.998386, 0.0565096, -0.0394553
-0.158272, -0.0566938, 0.985767, -0.129225
0, 0, 0, 1
0.993514, 0.0191099, 0.112091, -0.00255586
-0.0203471, 0.999744, 0.00990296, 0.00682343
-0.111873, -0.0121195, 0.993648, -0.107364
0, 0, 0, 1
0.996784, 0.00671447, 0.079856, 0.0409319
-0.00776443, 0.999887, 0.0128443, 0.000921299
-0.0797607, -0.013423, 0.996724, -0.105564
0, 0, 0, 1
0.994903, -0.0161633, 0.0995285, 0.0176042
0.0143745, 0.999723, 0.0186643, -0.0153188
-0.0998026, -0.0171384, 0.99486, -0.12296
0, 0, 0, 1
0.99609, -0.00474667, 0.0882197, 0.0253816
0.00530588, 0.999967, -0.00610692, 0.00283365
-0.0881878, 0.00655112, 0.996082, -0.100114
0, 0, 0, 1
0.997799, -0.00938384, 0.0656523, 0.0070748
0.00923831, 0.999954, 0.00252105, 0.0125575
-0.0656729, -0.00190896, 0.997839, -0.0471594
0, 0, 0, 1
0.996756, 0.010645, 0.079779, 0.00232861
-0.0112704, 0.999909, 0.00739205, 0.00195506
-0.0796931, -0.00826721, 0.996785, -0.0374573
0, 0, 0, 1
0.99724, -0.00472015, 0.0740935, -0.00921025
0.00392543, 0.999933, 0.0108701, 0.00238033
-0.0741398, -0.0105493, 0.997192, -0.0470221
0, 0, 0, 1
0.995862, -0.0218047, 0.0882195, 0.0194342
0.0217785, 0.999762, 0.00125736, -0.0205428
-0.0882259, 0.000669194, 0.9961, -0.108934
0, 0, 0, 1
