0.103571,0.896429,358
0.121429,0.864286,3.81407
0.253571,0.864286,3.01279
0.539286,0.821429,1.05
0.589286,0.860714,-6.17
0.717857,0.839286,1.50744
0.821429,0.803572,1.50744
1.0500, 0.7464,16
1.05357,0.746429,-7.696
1.15357,0.742857,-3.094
1.25714,0.742857,1.54816
1.36071,0.753572,6.34019
1.6071,0.8000,17.5256
1.7250,0.8393,27.2996
1.8321,0.9000,29.9315
1.9214,0.9714,33.6901
1.9964,1.0464,45
2.0571,1.1179,48.6522
2.1036,1.1821,56.8215
2.1214,1.2393,58.7363
