1.9786,1.6357,4.7124
1.9521,1.5919,4.0766
1.9242,1.5071,4.1901
1.8850,1.4032,4.1552
1.8392,1.3100,4.1886
1.8480,1.1396,4.4332
1.8576,0.9935,4.5463
1.8714,0.8667,4.6225
1.7695,0.7738,4.2983
1.6924,0.7044,4.1264
1.6252,0.6335,4.0113
1.5411,0.5559,3.8818
1.4546,0.4996,3.7635
1.3543,0.4425,3.6412
1.2632,0.4035,3.5427
1.1653,0.3718,3.4328
1.0717,0.3525,3.3362
0.9981,0.3450,3.2600
0.9198,0.3414,3.1798
0.8289,0.3430,3.0860
