1.8642,1.58928,-95.72
1.8714,1.4643,-108.4332
1.8036,1.3536,-122.4712
1.6857,1.2714,-137.6026
1.4929,1.1464,-156.1941
1.24643,1.12857,191.592
1,1.10357,188.531
0.65,1.04286,191.31
0.364286,0.967857,-144.0903
