0 , 0 , 0 , 5 , 5 , 
562 , 15 , 20 , 20 , 25 , 
567 , 20 , 25 , 25 , 31 , 
570 , 31 , 41 , 36 , 41 , 
570 , 41 , 41 , 46 , 51 , 
567 , 51 , 57 , 51 , 57 , 
562 , 57 , 67 , 62 , 72 , 
570 , 67 , 72 , 62 , 72 , 
735 , 62 , 72 , 67 , 72 , 
727 , 67 , 77 , 72 , 82 , 
730 , 77 , 82 , 72 , 82 , 
727 , 72 , 82 , 72 , 82 , 
725 , 72 , 82 , 72 , 77 , 
714 , 67 , 77 , 67 , 77 , 
727 , 72 , 82 , 72 , 82 , 
730 , 67 , 77 , 72 , 77 , 
733 , 67 , 77 , 67 , 77 , 
735 , 72 , 77 , 67 , 77 , 
743 , 67 , 77 , 72 , 77 , 
743 , 72 , 82 , 72 , 77 , 
749 , 77 , 82 , 72 , 77 , 
751 , 67 , 77 , 72 , 82 , 
751 , 72 , 77 , 72 , 77 , 
751 , 67 , 82 , 67 , 77 , 
751 , 72 , 77 , 67 , 82 , 
751 , 72 , 77 , 72 , 72 , 
751 , 67 , 77 , 72 , 82 , 
751 , 72 , 77 , 72 , 77 , 
751 , 72 , 82 , 72 , 77 , 
751 , 67 , 77 , 67 , 82 , 
751 , 72 , 77 , 67 , 72 , 
751 , 67 , 72 , 67 , 77 , 
754 , 67 , 77 , 67 , 77 , 
754 , 72 , 77 , 67 , 77 , 
757 , 72 , 77 , 72 , 77 , 
762 , 67 , 77 , 67 , 82 , 
767 , 72 , 82 , 72 , 77 , 
767 , 77 , 82 , 72 , 88 , 
767 , 72 , 88 , 77 , 82 , 
770 , 82 , 88 , 77 , 88 , 
770 , 72 , 82 , 72 , 82 , 
773 , 72 , 82 , 77 , 82 , 
773 , 77 , 82 , 72 , 82 , 
773 , 77 , 82 , 77 , 82 , 
775 , 72 , 77 , 72 , 82 , 
778 , 72 , 82 , 72 , 82 , 
781 , 77 , 82 , 82 , 88 , 
781 , 77 , 88 , 77 , 88 , 
783 , 82 , 88 , 77 , 88 , 
781 , 82 , 93 , 82 , 93 , 
781 , 82 , 88 , 82 , 88 , 
783 , 77 , 88 , 82 , 88 , 
783 , 77 , 88 , 77 , 93 , 
786 , 82 , 82 , 77 , 82 , 
786 , 72 , 82 , 72 , 82 , 
786 , 82 , 82 , 82 , 82 , 
786 , 72 , 82 , 72 , 88 , 
786 , 72 , 82 , 72 , 77 , 
789 , 72 , 82 , 77 , 82 , 
791 , 77 , 82 , 72 , 88 , 
791 , 72 , 88 , 77 , 82 , 
789 , 82 , 82 , 82 , 88 , 
791 , 72 , 88 , 77 , 88 , 
791 , 82 , 88 , 77 , 88 , 
791 , 82 , 93 , 82 , 93 , 
794 , 82 , 88 , 88 , 93 , 
794 , 93 , 98 , 88 , 98 , 
794 , 82 , 98 , 93 , 98 , 
797 , 93 , 103 , 93 , 103 , 
797 , 93 , 98 , 93 , 103 , 
799 , 93 , 98 , 93 , 103 , 
797 , 93 , 98 , 93 , 98 , 
799 , 93 , 103 , 93 , 98 , 
799 , 93 , 103 , 88 , 98 , 
799 , 93 , 103 , 98 , 103 , 
799 , 98 , 103 , 93 , 103 , 
799 , 93 , 103 , 93 , 103 , 
799 , 93 , 103 , 93 , 103 , 
799 , 98 , 103 , 98 , 103 , 
797 , 93 , 103 , 93 , 103 , 
