0,0,0,0,0,
213,0,5,10,15,
212,393,425,435,461,
210,585,590,585,596,
219,689,694,689,699,
229,632,637,632,637,
227,632,637,632,632,
219,637,637,642,632,
218,632,637,632,627,
206,637,642,637,642,
263,570,570,570,570,
206,539,539,533,533,
214,528,539,533,539,
211,637,642,642,647,
241,590,590,590,585,
210,590,596,590,590,
222,575,554,570,539,
